,Title,Published_date,Views,Likes,Dislikes,Comments,post_type,Month,date,day_name
46,"Interactive Dashboard of Mortgage Data Analysis with SVP at PNC Financial Service, Gopal “Sharath”",2021-07-16T11:21:23Z,257,8,8,0,youtube#video,Jul,2021-07-16 11:21:23+00:00,Friday
47,NYCDSA Career Services | Job Searching 101,2021-07-10T03:04:22Z,66,0,0,0,youtube#video,Jul,2021-07-10 03:04:22+00:00,Saturday
48,Data Science Bootcamp Open House | NYC Data Science Academy,2021-07-08T06:55:19Z,106,1,1,0,youtube#video,Jul,2021-07-08 06:55:19+00:00,Thursday
49,Alumni Talk: Data Science Strategy and Mindset,2021-07-02T21:47:29Z,70,3,3,0,youtube#video,Jul,2021-07-02 21:47:29+00:00,Friday
50,"A/B Testing for Data Science ( Python and R) | June 30th, 2021",2021-07-01T11:58:20Z,4628,108,108,5,youtube#video,Jul,2021-07-01 11:58:20+00:00,Thursday
51,"Alumni spotlight: Yan Mu, using Data Science skills in the Finance world 🌍",2021-06-25T16:37:09Z,98,3,3,0,youtube#video,Jun,2021-06-25 16:37:09+00:00,Friday
52,NYCDSA Webinar | Effective Data Visualization with Python,2021-06-24T11:57:06Z,122,6,6,0,youtube#video,Jun,2021-06-24 11:57:06+00:00,Thursday
53,Job Searching for Data Professionals: Insights & Best Practices,2021-06-19T03:10:47Z,61,2,2,0,youtube#video,Jun,2021-06-19 03:10:47+00:00,Saturday
54,NYCDSA Webinar | Helping companies use Amazon.com product review information,2021-06-17T11:09:32Z,110,1,1,0,youtube#video,Jun,2021-06-17 11:09:32+00:00,Thursday
55,"Alumni Spotlight: Philippe Heitzmann, Data Scientist",2021-06-08T10:33:59Z,108,0,0,0,youtube#video,Jun,2021-06-08 10:33:59+00:00,Tuesday
56,NYCDSA Webinar | Open Source Scientific Python Tools by Makepath,2021-06-03T06:43:13Z,61,2,2,0,youtube#video,Jun,2021-06-03 06:43:13+00:00,Thursday
57,NYCDSA Webinar | How to Web Scrape Job Postings on Indeed.com with Python,2021-05-29T05:16:59Z,266,7,7,2,youtube#video,May,2021-05-29 05:16:59+00:00,Saturday
58,Bootcamp Open House | NYC Data Science Academy 5/26/2021,2021-05-27T07:01:22Z,79,3,3,1,youtube#video,May,2021-05-27 07:01:22+00:00,Thursday
59,Career Opportunities @ KPMG Digital Lighthouse,2021-05-22T02:49:25Z,610,9,9,1,youtube#video,May,2021-05-22 02:49:25+00:00,Saturday
60,NYCDSA Webinar | How to automate your Cover Letter using Python,2021-05-20T07:50:44Z,171,6,6,0,youtube#video,May,2021-05-20 07:50:44+00:00,Thursday
61,"Build An NLG Project From 0 to 1 by Martin Kihn‘s, NYCDSA students",2021-05-09T06:35:03Z,76,4,4,0,youtube#video,May,2021-05-09 06:35:03+00:00,Sunday
62,"ALUMNI EXCLUSIVE: Build An NLG Project From 0 to 1 by Martin Kihn, SVP Strategy @ Salesforce Part 1",2021-05-06T08:05:28Z,56,0,0,1,youtube#video,May,2021-05-06 08:05:28+00:00,Thursday
63,NYC Data Science Academy Student Referral Info!,2021-05-05T19:07:21Z,36,1,1,0,youtube#video,May,2021-05-05 19:07:21+00:00,Wednesday
64,Introduction to Cedrus Digital - Artificial Intelligence,2021-05-01T05:54:52Z,51,0,0,0,youtube#video,May,2021-05-01 05:54:52+00:00,Saturday
65,"Talk by Kyle Gallatin, Software Engineer/Machine Learning at Etsy",2021-04-29T08:02:58Z,167,5,5,1,youtube#video,Apr,2021-04-29 08:02:58+00:00,Thursday
66,Bootcamp Open House | NYC Data Science Academy 4/21/2021,2021-04-22T07:04:50Z,71,1,1,0,youtube#video,Apr,2021-04-22 07:04:50+00:00,Thursday
