,Title,Published_date,Views,Likes,Dislikes,Comments,post_type,Month,date,day_name
92,Top 5 Mobile Processors In 2022 | Best Mobile Processor 2022 | #Shorts | Simplilearn,2022-04-01T12:46:50Z,2295,122,122,3,youtube#video,Apr,2022-04-01 12:46:50+00:00,Friday
93,What Is AR And VR | Virtual Reality And Augmented Reality Explained | AR VR Tutorial | Simplilearn,2022-04-01T11:55:30Z,8646,108,108,7,youtube#video,Apr,2022-04-01 11:55:30+00:00,Friday
94,Top 10 Skills To Learn In 2022 | 10 High Income Skills | Top 10 Skills For Jobs | Simplilearn,2022-03-31T15:30:10Z,35862,1019,1019,95,youtube#video,Mar,2022-03-31 15:30:10+00:00,Thursday
95,Packages In Python Tutorial | Best Python Packages | Python Tutorial For Beginners | Simplilearn,2022-03-31T15:30:05Z,3078,84,84,1,youtube#video,Mar,2022-03-31 15:30:05+00:00,Thursday
96,Top 5 Highest Paying IT Jobs In 2022 | Highest Paying Jobs In IT Sector | #Shorts | Simplilearn,2022-03-31T13:30:00Z,3713,159,159,4,youtube#video,Mar,2022-03-31 13:30:00+00:00,Thursday
97,Things You Need To Pack In Your Bag Before You Set Out For Appraisals | #Shorts | Simplilearn,2022-03-31T12:49:55Z,1430,47,47,1,youtube#video,Mar,2022-03-31 12:49:55+00:00,Thursday
98,TypeScript With Node And Express | Node And Express Explained | TypeScript Tutorial | Simplilearn,2022-03-31T07:13:18Z,1514,33,33,4,youtube#video,Mar,2022-03-31 07:13:18+00:00,Thursday
99,Defying The Pandemic - Utkarsh's Data Science Upskilling Journey With Us | Simplilearn Reviews,2022-03-30T15:30:33Z,2641,43,43,4,youtube#video,Mar,2022-03-30 15:30:33+00:00,Wednesday
100,"Interview Questions Asked By Top Companies | Google, Amazon, TCS And Wipro Interview | Simplilearn",2022-03-30T15:30:05Z,2248,78,78,7,youtube#video,Mar,2022-03-30 15:30:05+00:00,Wednesday
101,What Is An API? | Application Programming Interface Explained In 1 Minute | #Shorts | Simplilearn,2022-03-30T13:30:07Z,2421,95,95,1,youtube#video,Mar,2022-03-30 13:30:07+00:00,Wednesday
102,Top 5 Appraisal Meeting Tips For Employee | Performance Appraisal | #Shorts | Simplilearn,2022-03-30T12:30:08Z,1527,56,56,1,youtube#video,Mar,2022-03-30 12:30:08+00:00,Wednesday
103,What Is SEO And How Does It Work? | Search Engine Optimization Tutorial For Beginners | Simplilearn,2022-03-30T07:34:42Z,2582,55,55,1,youtube#video,Mar,2022-03-30 07:34:42+00:00,Wednesday
104,NodeJS And ReactJS Full Course 2022 | NodeJS & ReactJS Tutorial For Beginners | Simplilearn,2022-03-30T01:06:28Z,15426,429,429,9,youtube#video,Mar,2022-03-30 01:06:28+00:00,Wednesday
105,Blockchain And Cryptocurrency Explained In 10 Minutes | Blockchain And Cryptocurrency | Simplilearn,2022-03-29T15:30:04Z,36119,457,457,41,youtube#video,Mar,2022-03-29 15:30:04+00:00,Tuesday
106,What Is Ethernet? | Ethernet In Computer Netowrks | Networking Tutorial For Beginners | Simplilearn,2022-03-29T08:19:44Z,4191,89,89,10,youtube#video,Mar,2022-03-29 08:19:44+00:00,Tuesday
107,Data Analytics Using Python And SQL 2022 | Data Analytics Full Course For Beginners | Simplilearn,2022-03-29T00:34:21Z,33577,983,983,29,youtube#video,Mar,2022-03-29 00:34:21+00:00,Tuesday
108,Top 5 Rules For Success By Indra Nooyi | Indra Nooyi Motivational Speech | Success Tips |Simplilearn,2022-03-28T15:30:12Z,3648,137,137,22,youtube#video,Mar,2022-03-28 15:30:12+00:00,Monday
109,FREE Premium Courses with Certificate 🔥 | 140+ Courses Anyone Can Join | #FreeCourse | Simplilearn,2022-03-28T14:41:24Z,4273,136,136,8,youtube#video,Mar,2022-03-28 14:41:24+00:00,Monday
110,5 Python Libraries To Build Command Line Tool 2022 | Python Programming | #Shorts | Simplilearn,2022-03-28T13:30:00Z,1670,81,81,5,youtube#video,Mar,2022-03-28 13:30:00+00:00,Monday
111,Top 5 NoCode Tools 2022 | 5 Best NoCode Tools 2022 | NoCode Development | #Shorts | Simplilearn,2022-03-28T12:30:01Z,1605,82,82,1,youtube#video,Mar,2022-03-28 12:30:01+00:00,Monday
112,Kotlin Jetpack Tutorial | Android Kotlin Jetpack | Kotlin Tutorial For Beginners | Simplilearn,2022-03-28T09:32:20Z,1650,33,33,3,youtube#video,Mar,2022-03-28 09:32:20+00:00,Monday
113,10 Arduino Projects For Beginners 2022 | Simple Arduino Projects For Beginners | Simplilearn,2022-03-27T15:30:06Z,3855,105,105,4,youtube#video,Mar,2022-03-27 15:30:06+00:00,Sunday
114,Java Developer Course 2022 | Java Developer Tutorial For Beginners | Java Full Course | Simplilearn,2022-03-27T07:28:43Z,18425,567,567,2,youtube#video,Mar,2022-03-27 07:28:43+00:00,Sunday
115,Trending Technologies In 2022 That You Should Watch Out For | #Shorts | Simplilearn,2022-03-27T06:30:02Z,2736,121,121,28,youtube#video,Mar,2022-03-27 06:30:02+00:00,Sunday
116,What Is Digital Marketing?| Digital Marketing Explained In X Minutes | Digital Marketing|Simplilearn,2022-03-26T15:30:01Z,5624,186,186,3,youtube#video,Mar,2022-03-26 15:30:01+00:00,Saturday
117,Golang Vs Rust 2022 | Rust Vs Go For Web Development | Web Development Tutorial | Simplilearn,2022-03-26T06:30:07Z,5128,63,63,9,youtube#video,Mar,2022-03-26 06:30:07+00:00,Saturday
118,IPL Data Analysis Using Python 2022 | Data Analysis Project | TATA IPL 2022| Python | Simplilearn,2022-03-25T14:30:13Z,16593,372,372,62,youtube#video,Mar,2022-03-25 14:30:13+00:00,Friday
119,Top 5 Smart Websites For Programmers | Best Websites For Programmers | #Shorts | Simplilearn,2022-03-25T14:27:30Z,3667,311,311,6,youtube#video,Mar,2022-03-25 14:27:30+00:00,Friday
120,Myth vs Reality In Artificial Intelligence | Artificial Intelligence 2022 | #Shorts | Simplilearn,2022-03-25T14:11:00Z,1822,74,74,5,youtube#video,Mar,2022-03-25 14:11:00+00:00,Friday
121,Bias And Variance In Statistics | Bias And Variance Explained | Learn Statistics | Simplilearn,2022-03-25T08:27:30Z,1910,60,60,7,youtube#video,Mar,2022-03-25 08:27:30+00:00,Friday
122,Welcome To Caltech CTME  - Simplilearn Online Convocation | PGP 2022 | 24th March 2022 | Simplilearn,2022-03-24T16:00:57Z,3920,78,78,0,youtube#video,Mar,2022-03-24 16:00:57+00:00,Thursday
123,IPL 2022 Data Analysis Project | Tata IPL 2022 | Data Analysis Using Python | #Shorts | Simplilearn,2022-03-24T14:12:30Z,2612,99,99,3,youtube#video,Mar,2022-03-24 14:12:30+00:00,Thursday
124,Blockchain And Cryptocurrency Trends In 2022 | Crypto Trends In 2022 | #Shorts | Simplilearn,2022-03-24T13:06:56Z,1593,68,68,2,youtube#video,Mar,2022-03-24 13:06:56+00:00,Thursday
125,"Dictionary, Hash Tables And Sets In C# | C# Data Structures Explained | C# Tutorial | Simplilearn",2022-03-24T07:36:15Z,1330,27,27,1,youtube#video,Mar,2022-03-24 07:36:15+00:00,Thursday
126,SEM Full Course for 2022 | Search Engine Marketing full Course | SEM Beginners Tutorial |Simplilearn,2022-03-24T02:06:11Z,8537,229,229,9,youtube#video,Mar,2022-03-24 02:06:11+00:00,Thursday
127,Why Your Company Needs A Chief Data Officer? | Build A Data Strategy For Your Company | Simplilearn,2022-03-23T16:43:20Z,5164,108,108,8,youtube#video,Mar,2022-03-23 16:43:20+00:00,Wednesday
128,🔥Free Deep Learning With Keras Course | Deep Learning Tutorial | Skillup | Simplilearn,2022-03-23T16:00:17Z,5436,103,103,2,youtube#video,Mar,2022-03-23 16:00:17+00:00,Wednesday
129,What Is DAO in Crypto? | Decentralized Autonomous Organization | DAO Explained in 7 min| Simplilearn,2022-03-23T15:30:08Z,3703,108,108,31,youtube#video,Mar,2022-03-23 15:30:08+00:00,Wednesday
